id,name,address,city,state,phone,chain
113107,Kitsune Brewing Co.,3321 E Bell Rd,Phoenix,AZ,6022458593,Independent Card Shop
113105,Meeples & Beyond,2450 W Happy Valley Rd,Phoenix,AZ,6232480075,Independent Card Shop
113106,North Valley Games - Phoenix,10210 N 32nd St,Phoenix,AZ,6022835362,Independent Card Shop
111802,Prescott Area HFH ReStore,1061 Commerce Dr,Prescott,AZ,9287711777,Habitat ReStore
113112,Old World Games,15609 N. Hayden Rd,Scottsdale,AZ,6026676816,Independent Card Shop
113099,Play or Draw - Surprise,16551 N Dysart Rd,Surprise,AZ,6238669037,Independent Card Shop
113100,Retro Exchange,12851 W Bell Rd,Surprise,AZ,6238108037,Independent Card Shop
113113,Athoria Games - Tempe,3136 S Mcclintock Dr # 11,Tempe,AZ,4808759777,Independent Card Shop
113114,Game Outpost,5100 S McClintock Dr,Tempe,AZ,4802191317,Independent Card Shop
113109,Gamers Guild - Tempe,2223 S 48th St,Tempe,AZ,6026182690,Independent Card Shop
114117,Nexus Entertainment,1829 N Scottsdale Rd,Tempe,AZ,4803064636,Independent Card Shop
113111,Primetime Cards and Games,"1250 E Apache Blvd, Unit 113",Tempe,AZ,6025384555,Independent Card Shop
113108,Toy Temple,2180 W University Dr,Tempe,AZ,4806403343,Independent Card Shop
113122,Epic Worlds,9040 E Valencia Rd Unit 106,Tucson,AZ,5205544520,Independent Card Shop
111777,HFH Tucson HabiStore,935 W Grant Rd,Tucson,AZ,5208897200,Habitat ReStore
113121,Nimbus Cards & Games,60 N Harrison Rd,Tucson,AZ,5207569744,Independent Card Shop
113120,Otaku Nation,2900 E Broadway Blvd,Tucson,AZ,5202076885,Independent Card Shop
113123,Owlbear Canyon Games,8808 E Tanque Verde Rd,Tucson,AZ,5204332287,Independent Card Shop
113124,The Arcanum Sanctorum,3994 N Oracle Rd,Tucson,AZ,5205264507,Independent Card Shop
113125,Tucson Games and Gadgets - Premium Outlet,6401 Marana Center Blvd,Tucson,AZ,5202622651,Independent Card Shop
111804,Wickenburg Area HFH ReStore,370 W Center St,Wickenburg,AZ,9286842220,Habitat ReStore
113096,The Orc's Lair,11122 W Alabama Ave,Youngtown,AZ,4805507810,Independent Card Shop
111888,It's Time! TCG,29360 Roadside Dr,Agoura Hills,CA,8052182742,Independent Card Shop
113890,The Experience Share,1600 Sherman St,Alameda,CA,5104071046,Independent Card Shop
111823,HFH of Orange County ReStore- Anaheim,1656 West Katella Avenue,Anaheim,CA,7144346266,Habitat ReStore
112912,Honey Pot Meadery,5120 E La Palma Ave,Anaheim,CA,7143120911,Independent Card Shop
112907,"Requiem: Coffee, Tea, and Fantasy",280 S Clementine St,Anaheim,CA,7142154241,Independent Card Shop
114245,Black Mana Market,20783 Bear Valley Rd,Apple Valley,CA,7609469033,Independent Card Shop
114187,Dandar's Boardgames and Books,959 H St,Arcata,CA,7076305200,Independent Card Shop
114218,Small Town Collectables,2182 Hwy 4 C-200,Arnold,CA,2098903171,Independent Card Shop
113142,Gordons Good Games,5830 Traffic Way,Atascadero,CA,8055385007,Independent Card Shop
113152,Crooked Lane Brewing Company,536 Grass Valley Hwy,Auburn,CA,5308785232,Independent Card Shop
114366,Bakersfield Esports Center,7104 Golden State Hwy,Bakersfield,CA,6615297447,Independent Card Shop
114365,Collectors World,9339 Rosedale Hwy,Bakersfield,CA,6618589260,Independent Card Shop
111826,HFH Golden Empire ReStore,5101 White Lane Suite #F,Bakersfield,CA,6612828090,Habitat ReStore
114367,Otto's Video Games and More,7701 White Ln,Bakersfield,CA,6613817686,Independent Card Shop
113141,OneTwoSeven Games,400 S 2nd Ave,Barstow,CA,7602670754,Independent Card Shop
111821,HFH of Greater Los Angeles ReStore- Bellflower,8739 Artesia Blvd,Bellflower,CA,3108185224,Habitat ReStore
113180,Zeppelin Comics,929 1st St,Benicia,CA,7076878131,Independent Card Shop
113193,Victory Point Cafe,1797 Shattuck Avenue,Berkeley,CA,5109826325,Independent Card Shop
113188,Games of Brentwood,2430 Sand Creek Road,Brentwood,CA,9256794053,Independent Card Shop
111898,Geeky Teas and Games,900 W Alameda Ave,Burbank,CA,8183940065,Independent Card Shop
111896,Guildhall - Burbank,3516 W Victory Blvd,Burbank,CA,8185614552,Independent Card Shop
111902,Zander's Game House,2270 Ventura Blvd,Camarillo,CA,8053839983,Independent Card Shop
113171,Room 2 Game,3000 Green Valley Rd,Cameron Park,CA,5303507901,Independent Card Shop
113868,Blossom Hill Crafts,354 East Campbell Avenue,Campbell,CA,4082067906,Independent Card Shop
113167,Sip & Game,6428 Fair Oaks Blvd,Carmichael,CA,9165454038,Independent Card Shop
111920,Tilted Gaming,15973 Piuma Ave,Cerritos,CA,5624034736,Independent Card Shop
111887,Game n' Grounds,21725 Devonshire St,Chatsworth,CA,8189120978,Independent Card Shop
112917,Robo Hunters,13920 City Center Dr,Chino Hills,CA,9099061388,Independent Card Shop
113131,Kraken Dice,739 Design Ct,Chula Vista,CA,6193395770,Independent Card Shop
113129,Shuffle & Crunch,575 H St,Chula Vista,CA,6198977175,Independent Card Shop
113160,Fire & Ice Games - Citrus Heights,"6245 Sunrise Blvd, Suite A",Citrus Heights,CA,9169109417,Independent Card Shop
112922,Lost Levels Sports Card Shop + TCG,532 W 1st St,Claremont,CA,9092679804,Independent Card Shop
113932,Kingdom Games - Clearlake,14808 Olympic Drive,Clearlake,CA,7074614860,Independent Card Shop
113910,Clovis Cards & Comix,50 W Bullard Ave,Clovis,CA,5597974096,Independent Card Shop
111830,HFH Greater Fresno Area ReStore,1631 Railroad Ave,Clovis,CA,5592377867,Habitat ReStore
113143,The Stack Shack Collectables,196 E Elm Ave,Coalinga,CA,5599774619,Independent Card Shop
113853,Gamer's Haven,850 Via Lata,Colton,CA,3108068930,Independent Card Shop
113185,Games of Concord,4425 Treat Blvd,Concord,CA,9256892889,Independent Card Shop
113184,Phantomich,4375 Clayton Rd,Concord,CA,6504407807,Independent Card Shop
112921,Critical Hit Games - Corona,1003 W 6th Street.,Corona,CA,9514963587,Independent Card Shop
112920,Drewbees Comics Cards & Collectables,1047 W 6th St,Corona,CA,9514757227,Independent Card Shop
113871,Toby’s Board Game Club,10805 N Wolfe Rd,Cupertino,CA,8582083059,Independent Card Shop
111926,Hobby Overflow,4760 Lincoln Ave,Cypress,CA,5622566342,Independent Card Shop
113186,Mad Alpaca Games - Davis,654 G St,Davis,CA,5302981758,Independent Card Shop
111924,Dark Side Games,1036 Huntington Dr,Duarte,CA,6265317027,Independent Card Shop
113211,Galaxy Games - Dublin,6715 Dublin Blvd,Dublin,CA,9258294600,Independent Card Shop
113212,King Kong Comics and Games,6700 AMADOR PLAZA RD,Dublin,CA,9255497873,Independent Card Shop
113126,BEliteGaming,2299 W Adams Ave,El Centro,CA,4422714177,Independent Card Shop
113138,Jinkiesco Gaming,200 E Via Rancho Pkwy STE 413,Escondido,CA,4422572074,Independent Card Shop
113139,On-Board Gaming,"316 W Mission Ave
Ste 117",Escondido,CA,7605666782,Independent Card Shop
114186,Next Level Games,417 2nd St,Eureka,CA,7077405655,Independent Card Shop
114185,North Coast Role Playing,1846 Broadway,Eureka,CA,7074442288,Independent Card Shop
113179,Mad Alpaca Games,1325 Gateway Boulevard,Fairfield,CA,7074100820,Independent Card Shop
111817,Solano-Napa HFH ReStore,104 Commerce Ct,Fairfield,CA,7078630692,Habitat ReStore
113165,A-1 Comics - Folsom,850 E Bidwell St #160,Folsom,CA,9169837907,Independent Card Shop
113169,Fire & Ice Games - Folsom,250 Palladio Pkwy,Folsom,CA,9169324225,Independent Card Shop
113170,Hi Hi Mochi - Folsom,"260 Palladio Pkwy, Suite 1007",Folsom,CA,9168736262,Independent Card Shop
113164,Licky Boom Boom's,422 E Bidwell St,Folsom,CA,9166936809,Independent Card Shop
113850,Chrono & Cosmo,9161 Sierra Ave.,Fontana,CA,9093208004,Independent Card Shop
113883,Game Kastle - Fremont,3911 Washington Blvd,Fremont,CA,5107719680,Independent Card Shop
113884,Games of Fremont,40 Fremont Hub Courtyard,Fremont,CA,5108943545,Independent Card Shop
113912,Bird Dog Cards & Comix,464 E Bullard Ave,Fresno,CA,5593739490,Independent Card Shop
113913,Crazy Squirrel Game Store,7711 N First St,Fresno,CA,5594310188,Independent Card Shop
113200,Health Points TCG,5150 E Kings Canyon Rd,Fresno,CA,5595772197,Independent Card Shop
112908,Game Citi,2485 E Chapman Ave,Fullerton,CA,9492830398,Independent Card Shop
113195,Jumping Frog Games - Galt,10550 Twin Cities Rd,Galt,CA,2097813949,Independent Card Shop
111930,Akh Trading Card Co,12832 Valley View St,Garden Grove,CA,9495290608,Independent Card Shop
112905,Brookhurst Hobbies,12188 Brookhurst St,Garden Grove,CA,7146363580,Independent Card Shop
111928,JJ's Collectibles,11893 Valley View St,Garden Grove,CA,7147506162,Independent Card Shop
111929,Squad Marks HQ,12872 Valley View St,Garden Grove,CA,9495278600,Independent Card Shop
113033,The Hub TCG,7901 Westwood Dr,Gilroy,CA,4083371982,Independent Card Shop
113151,Grass Valley Games,140 Mill St,Grass Valley,CA,5302059383,Independent Card Shop
111811,Nevada County HFH ReStore,12359 Loma Rica Dr,Grass Valley,CA,5302743761,Habitat ReStore
114244,The Paladin's Rest - Hesperia,16501 Walnut St,Hesperia,CA,7602204790,Independent Card Shop
113034,Triple J Collectibles,321 San Felipe Rd,Hollister,CA,8312977180,Independent Card Shop
112904,Nav Toys and Collectibles,16373 Bolsa Chica St,Huntington Beach,CA,7144230121,Independent Card Shop
112906,Paper Hero's Games - Huntington Beach,18502 Beach Blvd,Huntington Beach,CA,6614590099,Independent Card Shop
112914,The Game Chest - Irvine,5365 A1 Alton Pkwy,Irvine,CA,9499320559,Independent Card Shop
113903,Golden Pants Games,11968 State Highway 88,Jackson,CA,2093320421,Independent Card Shop
114217,OhKay Cards,115 Main St,Jackson,CA,2092566702,Independent Card Shop
112929,Nexus Tabletop Games,7712 Limonite Ave,Jurupa Valley,CA,9516818270,Independent Card Shop
111927,Pandy's Cards and Collectibles,321 N Harbor Blvd,La Habra,CA,5629050007,Independent Card Shop
113133,Tubbys TCG,9019 Park Plaza Dr,La Mesa,CA,6194397631,Independent Card Shop
111925,Good Game Collectibles,15264 Rosecrans Ave,La Mirada,CA,5623838595,Independent Card Shop
113176,Bzerk TCG,291 San Jacinto River Rd,Lake Elsinore,CA,9516092000,Independent Card Shop
111809,HFH Inland Valley ReStore- Lake Elsinore,570-I Central Ave,Lake Elsinore,CA,9516761221,Habitat ReStore
113175,Shipwrecked Cards & Collectibles,31660 Grape St,Lake Elsinore,CA,9513993218,Independent Card Shop
112916,Comic Quest,23811 Bridger Rd,Lake Forest,CA,9499519668,Independent Card Shop
113933,Kingdom Games - Lakeport,102 S Main St,Lakeport,CA,7072952255,Independent Card Shop
113070,Bases Cards and Comics,"42035 12th St W
Ste 106",Lancaster,CA,6619421396,Independent Card Shop
113069,Funhouse 51 Collectibles,512 W Lancaster Blvd,Lancaster,CA,6614186751,Independent Card Shop
113208,Games of Livermore,1342 N Vasco Rd,Livermore,CA,9255835023,Independent Card Shop
113209,Hobby Addicts,1569 Olivina Ave,Livermore,CA,5107706289,Independent Card Shop
113205,Weekend Wizards,110 N Cherokee Ln,Lodi,CA,2094261636,Independent Card Shop
111917,Junkyard Cards,2150 E South St,Long Beach,CA,5624706174,Independent Card Shop
111922,Nerdy Related,1246 Long Beach Blvd,Long Beach,CA,5622771452,Independent Card Shop
111919,424 Collectibles,1428 S Gaffey St,Los Angeles,CA,4244893459,Independent Card Shop
111900,Alamo Drafthouse Cinema Downtown Los Angeles,700 W 7th St Ste.,Los Angeles,CA,2132179027,Independent Card Shop
111905,B.Y.O.GAMES LLC,3555 E 1st St,Los Angeles,CA,2134662620,Independent Card Shop
111904,Endless Entertainment,2939 Whittier Blvd,Los Angeles,CA,3234801385,Independent Card Shop
111886,Fire & Dice,9036 Tampa Ave,Los Angeles,CA,8189144538,Independent Card Shop
111891,Grail And Grade,2180 Westwood Blvd,Los Angeles,CA,8188601345,Independent Card Shop
111820,HFH of Greater Los Angeles ReStore- Mid-Wilshire,1071 South La Brea Ave,Los Angeles,CA,3234213700,Habitat ReStore
111884,King Fandom,21425 Sherman Way,Los Angeles,CA,8189144512,Independent Card Shop
111903,Otaku Vault,330 E 2nd St,Los Angeles,CA,2138161585,Independent Card Shop
111897,PUSH'N CO.,7414 Melrose Ave,Los Angeles,CA,3237971720,Independent Card Shop
111885,Pokestops,18001 Ventura Blvd,Los Angeles,CA,7473730417,Independent Card Shop
111895,ReadySetRipz,8485 Glenoaks Blvd,Los Angeles,CA,7472232005,Independent Card Shop
111901,Revenge Of,3420 Eagle Rock Blvd,Los Angeles,CA,3235613017,Independent Card Shop
111890,Santa Monica Comics Company,11870 Santa Monica Blvd,Los Angeles,CA,3104886618,Independent Card Shop
111899,The Bullpen 2.0,6234 West 87th Street,Los Angeles,CA,3109100467,Independent Card Shop
113182,Ember Rest,649 Main St,Martinez,CA,9253878179,Independent Card Shop
113183,Games of Martinez,"1155 Arnold Dr
STE E & F",Martinez,CA,9259576515,Independent Card Shop
113150,Clockwork Games,408 D St,Marysville,CA,5304416569,Independent Card Shop
111813,HFH Yuba/Sutter ReStore,202 D Street,Marysville,CA,5307422727,Habitat ReStore
113149,Magic Monster Cards,423 E 20th St,Marysville,CA,5308441714,Independent Card Shop
114188,Redwood Collectibles,1590 Nursery Way,McKinleyville,CA,7074989735,Independent Card Shop
113177,Ready. Set. Game!,26830 Cherry Hills Blvd,Menifee,CA,9518003525,Independent Card Shop
111818,HFH Merced/Stanislaus Counties ReStore- Merced,1305 W 18th St.,Merced,CA,2096265004,Habitat ReStore
113217,Kingdom Games - Middletown,21037 Calistoga Rd,Middletown,CA,7078097461,Independent Card Shop
113216,Woander,73 Throckmorton Ave,Mill Valley,CA,6282576621,Independent Card Shop
113879,Legends Comics and Games - Great Mall,447 Great Mall Drive,Milpitas,CA,6692255581,Independent Card Shop
113881,Magitek Games,1122 Cadillac Ct,Milpitas,CA,4086493134,Independent Card Shop
113880,PokeVikie,26 S Hillview Dr,Milpitas,CA,6783273341,Independent Card Shop
112919,TCG Tavern,27001 La Paz Rd,Mission Viejo,CA,9494908985,Independent Card Shop
111816,HFH Merced/Stanislaus Counties ReStore- Modesto,2206 Tenaya Dr,Modesto,CA,2095754585,Habitat ReStore
113203,Meeple Valley Board Game Cafe,115 Mark Randy Pl,Modesto,CA,2098499161,Independent Card Shop
113202,Paying4Rhystic,623 Bitritto Ct.,Modesto,CA,2096053910,Independent Card Shop
113206,Quantum Sports,"2401 E Orangeburg Ave, Suite 300",Modesto,CA,2094226943,Independent Card Shop
113204,SimplyUnlucky Game Shop,2307 Oakdale Rd Ste,Modesto,CA,2094080785,Independent Card Shop
112924,Double D20's Cards & Games,8801 Central Ave,Montclair,CA,9092042077,Independent Card Shop
112923,Mooncards,4471 Holt Blvd,Montclair,CA,4245279053,Independent Card Shop
111808,Pomona Valley HFH ReStore,4737 Holt Blvd,Montclair,CA,9095967098,Habitat ReStore
111912,Blue Penguin Gaming,2071 S Atlantic Blvd,Monterey Park,CA,6267894454,Independent Card Shop
113851,Flat Earth Games,12125 Day St,Moreno Valley,CA,9519928710,Independent Card Shop
113852,Haikupop Gaming and Collectibles,22500 Town Cir,Moreno Valley,CA,3236072801,Independent Card Shop
113174,The Hungry Dragon,24620 Jefferson Ave,Murrieta,CA,9516987399,Independent Card Shop
111894,Green Tower Games,24787 Valley St,Newhall,CA,6618881293,Independent Card Shop
